pair,entry,exit,entry_z,exit_z,pnl
"('BAC', 'JPM')",2015-04-15,2015-04-17,-2.467216798682354,0.2889158573773807,-0.01573407376300373
"('BAC', 'JPM')",2015-07-15,2015-07-20,4.450915230647279,0.017453561895969992,0.058681498444119295
"('BAC', 'JPM')",2015-08-20,2015-08-21,-2.7969331495140572,-0.35976195673382994,-0.06231093785174702
"('BAC', 'JPM')",2015-09-23,2015-09-25,2.2384826412086043,0.0870235377246718,0.023048049097603718
"('BAC', 'JPM')",2015-10-14,2015-10-20,5.072991538366878,-0.12481122862773848,0.04825396287986283
"('BAC', 'JPM')",2015-10-28,2015-10-30,2.9550814146448294,-0.4763544218744066,0.025490612332844664
"('BAC', 'JPM')",2016-01-15,2016-01-26,-2.690999794938083,0.36112390961366303,-0.10696844423608942
"('BAC', 'JPM')",2016-02-02,2016-02-04,-2.5765028466597264,0.16503786689331112,-0.04878920561504585
"('BAC', 'JPM')",2016-02-08,2016-02-09,-3.1695423843627073,0.2583719750983301,-0.051836679874345815
"('BAC', 'JPM')",2016-02-11,2016-02-18,-2.2873030416904396,-0.400112934357569,0.013524224575782506
"('BAC', 'JPM')",2016-02-22,2016-02-24,2.11020085249661,0.13427381275449912,-0.0068378613322606085
"('BAC', 'JPM')",2016-02-26,2016-03-04,2.1334760256350034,0.39956181481012126,0.11603512294787266
"('BAC', 'JPM')",2016-03-11,2016-03-14,2.3711048403659736,-0.2849494119342918,0.029957022776579523
"('BAC', 'JPM')",2016-06-27,2016-07-05,-3.9331530733042657,0.12288986764343353,-0.020827154730195918
"('BAC', 'JPM')",2016-07-18,2016-07-21,3.9882040922369955,-0.4280644213277056,0.04283687097170885
"('BAC', 'JPM')",2016-11-14,2016-11-16,2.08169539466344,0.4039533129146968,0.04043000584258638
"('BAC', 'JPM')",2016-11-28,2016-12-01,-2.71870825540931,-0.40168161963395765,0.024456314843050553
"('BAC', 'JPM')",2017-01-18,2017-01-19,2.014450666467325,0.2028598017544421,0.020875413806452192
"('BAC', 'JPM')",2017-03-21,2017-03-24,-4.057328804403511,0.41285671547592273,-0.04561745455548427
"('BAC', 'JPM')",2017-05-17,2017-05-22,-3.171115354019979,0.0614114760865866,-0.030147515365661737
"('BAC', 'JPM')",2017-08-14,2017-08-15,2.173382465591065,0.04395537428912002,0.02949763658429405
"('BAC', 'JPM')",2017-08-30,2017-09-01,2.579752036388361,0.015744965549548982,0.028668573118046492
"('BAC', 'JPM')",2017-09-12,2017-09-14,2.193229918160133,-0.2214399038750878,0.041306403717074947
"('BAC', 'JPM')",2017-10-13,2017-10-17,2.4972916465926676,0.03842775311505986,0.03426690152106837
"('BAC', 'JPM')",2017-12-04,2017-12-11,2.000456147133433,-0.2491740532741648,0.03200306436586153
"('BAC', 'JPM')",2018-03-09,2018-03-16,-2.3281255328800725,0.045306105484268826,-0.002679811594432535
"('BAC', 'JPM')",2018-03-23,2018-03-28,-3.470622257841122,-0.4594990784775841,-0.03258472120446232
"('BAC', 'JPM')",2018-06-29,2018-07-05,-2.1480093491267644,-0.28584982876263604,-0.02441687180314278
"('BAC', 'JPM')",2018-09-13,2018-09-19,-2.931133281978803,-0.49788120626939764,0.007801424178278005
"('BAC', 'JPM')",2018-10-12,2018-10-16,3.4108503121354405,0.1695858307940112,0.007154617919708617
"('BAC', 'JPM')",2018-10-22,2018-10-23,-3.5098250252679257,-0.4207564115113038,-0.039468987057344695
"('BAC', 'JPM')",2018-10-24,2018-10-25,-2.1056384392623078,0.18375856461582415,-0.014844768378889595
"('BAC', 'JPM')",2018-11-01,2018-11-05,2.068133331533511,0.08098833056341818,0.02053763068753045
"('BAC', 'JPM')",2018-11-28,2018-12-03,2.179279213493859,-0.4858005251907159,0.034899592008806435
"('BAC', 'JPM')",2018-12-17,2018-12-19,2.0330707861642066,0.2820337294955609,-0.019896340332356877
"('BAC', 'JPM')",2018-12-26,2018-12-27,2.675469243421453,0.062312538835462575,0.08616697198298362
